baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC35A2	269545.518786387	-0.141420191352591	0.268794736702983	0.276696439077369	0.598874708149762	0.727314823952008
CCDC144A	2476.4690261781	-1.3873601476997	0.849031546562647	2.57329531507332	0.108681123898737	0.206409105909801
CLIC5	585417.990661453	-2.19432328602803	0.318892546985634	43.3850045772586	4.4962055803044e-11	9.6678900642233e-10
ACTL9	53.1948458823545	1.89430011357878	2.6072663473403	0.494404112349059	0.481969280694323	0.629377920408378
AC022826.2	37908.6193045563	0.534538772460506	0.227444706229348	5.49218334866788	0.0191016743567156	0.0521080571058769
TBC1D23	177077.767016114	0.284963834058163	0.164123218698017	3.0097962088872	0.082762695743096	0.166291545824916
THRB	103983.029455085	-0.508729917374293	0.407918009796076	1.54735283827941	0.213526659476869	0.346560512069038
GREM1	271120.461073756	-0.152770392761331	0.567295315050732	0.0724837831822356	0.787754138566288	0.870218847977363
TMPRSS6	159161.68528305	4.91178818771255	0.594327261856679	49.1156335996322	2.41309275394789e-12	6.07355364496379e-11
FSCN2	2778.94600013971	0.484993163741068	0.603001675989208	0.643845118420046	0.422321844276865	0.572813976258189
RPS9	4836323.82114052	0.157310665607879	0.280902111532539	0.313470100154007	0.575558558810532	0.70855997941382
PPT2-EGFL8	271739.973752593	-0.444316795762114	0.178156895527993	6.19542081406772	0.0128081266440108	0.03766891893119
TBX5	452.345579536668	5.95400057016789	1.627313800597	8.79339930254977	0.00302322390607245	0.0113665086291279
VEGFC	16802.492951685	1.15748429914305	0.39251428772444	8.47280954755459	0.00360494211345058	0.0131672098695406
SETD7	355315.730053324	1.22905970263692	0.277841031375663	19.0038119740157	1.30457568114472e-05	0.000103296638375274
GGA2	375137.243984812	0.260285497824766	0.153629945242418	2.86655641108709	0.0904381877723386	0.178276966151498
MRPL45	176373.7688151	0.534049725854785	0.217781954510139	5.97939063174462	0.0144740022717824	0.041535365984152
ROR1	14682.9359068839	-1.1072637897099	0.327047866884733	11.1923476969386	0.000821353575032656	0.00379579557242875
SLIT3	162777.987445934	-2.15402240327858	0.414099108062914	24.864701900441	6.14982286600063e-07	6.65053235960408e-06
FXYD3	3320298.39144465	-3.02738415901933	0.339059039239634	68.3291891100445	1.38357731543594e-16	5.0949337110734e-15
KATNBL1	67716.3799997669	-0.170448217644883	0.152129599970401	1.25460442779419	0.262674875250343	0.404493364467988
SNRPF	177136.993506588	0.652134577875761	0.273342134159148	5.6441711167914	0.0175134933413373	0.0485509299255193
AP1G1	464890.321304065	-0.0692149367709615	0.155552162953637	0.197971689715615	0.656363044913258	0.773506344018186
GGPS1	113099.232125078	-0.0324961974486403	0.139035939043559	0.0546259429713984	0.815200857545251	0.888816632908555
DBX1	223.420480090344	-1.00903842544204	1.80813011878964	0.305299732478844	0.580578882704404	0.712695442611853
FZR1	303181.940631365	-0.298933597668502	0.244615031590249	1.49075426772231	0.22209946782769	0.35698841975545
LBX1	26.7551871151283	1.05519051071315	2.89191355885135	0.130239820978929	0.718183513825858	0.81947934352838
NUDT2	71025.497758124	-0.592523397451277	0.254839808564058	5.36845920747396	0.0205040819882223	0.0549745398344301
MAN2A2	397271.962668516	0.340743260676159	0.159131723714709	4.57440955018129	0.0324529281149005	0.0796811379813415
MMACHC	235435.922895314	0.453427565938002	0.130777281836595	11.9721759234019	0.000540008459219092	0.00265882467684362
SERPINA10	360561.853079611	8.30892168037041	0.32988223324657	335.532019461039	5.99702636965514e-75	3.8151427411644e-72
EDDM3A	0.630525193424275	-2.92879207214273	3.08707314779852	1.30529552180694	0.253248196510069	0.394143409601339
WNT7B	3932.59464613211	4.5893099848142	0.836584243971158	22.3473583552986	2.27525807113576e-06	2.16149516757897e-05
CLIP2	765986.546075814	-0.995079250165329	0.334264283489447	8.6917687943095	0.00319650273276558	0.0119522251554099
DCAF4L2	91.8530808031544	-0.0660397831400261	1.74984242912902	0.00142361120353485	0.969902340445352	0.982924483716161
ASIC4	625.205373307861	-0.546437524104594	0.739586374200261	0.542716087876897	0.461309266284427	0.610523289360214
KCNJ3	7745.86071338568	-1.00528821825824	0.643508777326918	2.3926105216697	NA	NA
SIN3A	308973.449248694	-0.0027525004704366	0.184461561352702	0.000222610229826614	0.988095901612437	0.993404339244859
MKNK2	1161879.55515722	-1.07202538534351	0.325265152199214	10.6215335411759	0.00111778309436419	0.00493112872021162
SLC39A8	320194.389895871	-0.251290232355602	0.408974314626924	0.377055826831338	0.539183135029329	0.678400713234405
PPFIA3	105791.824437223	-0.67265717044525	0.354393923448295	3.57041155296525	0.0588177322083166	0.126960142916957
NUTF2	266993.377920203	0.481437647274	0.287892954676151	2.78365196275035	0.0952307954586402	0.185759457117409
RASGEF1A	16794.8566402413	0.293310459622246	0.699551512450139	0.175500284696938	0.675269088424373	0.788479305945345
DPY19L3	91747.8273756296	0.472103823094264	0.204010751352615	5.33144616472549	0.0209439998370977	0.0559823765616137
GLYR1	721191.366504842	-0.15277281999558	0.151639806012905	1.01452186814737	0.31382197116126	0.461882851691591
PEX26	843101.845011581	-2.20003014934577	0.180929876072662	135.421237844336	2.67053744745045e-31	2.2497144003659e-29
FNDC10	18004.3482020677	-0.512047887512886	0.494768255102847	1.06548005057556	0.301968631799487	0.449311983875211
GAS2L3	45056.2904937313	0.054490178979117	0.232396506279496	0.0549742397016075	0.814623333990215	0.888415730860996
RNF182	947.997732950109	0.803759876295242	1.32315637029223	0.364353122226646	0.546098506322826	0.684658473534339
TNFRSF17	43909.5994076363	-3.19270286561715	0.77044932467441	14.5071562148999	0.000139628114966424	0.000824847612236809
SH2D4B	134.403244028471	2.22753295273628	2.85379511725155	0.557141932234813	0.455414099035443	0.605457571024348
UCHL5	147795.375090109	0.410523824371349	0.171551904710978	5.70726557318142	0.0168948358101272	0.0471476063925332
MTNR1B	2.09030926911092	4.36640668809425	3.04116890289718	2.24092975510342	NA	NA
GALNS	119877.342012523	-0.509034735340242	0.196614268793956	6.66845632627616	0.00981341501811748	0.0304999483944153
GRID2IP	5773.80962242137	-0.80828970224081	0.363804094898231	4.87307639270045	0.0272788286109865	0.0695793044440881
DEFB129	3.54443745631852	5.12818403317457	3.03503397442535	2.7517667217603	NA	NA
PARP15	17362.0791113038	0.0341080289828	0.243438387337753	0.0196307133898017	0.888573357992236	0.93504961679208
DLX5	287.885020231897	-1.32965946399077	1.95984412375375	0.444920409974515	0.504757093889858	0.649801667440892
PLIN2	1165050.65185222	2.97364273389119	0.462439009664955	35.6043507881441	2.41747003967339e-09	4.05085420181056e-08
FAM129C	12058.8110529409	-0.0937580510745737	0.742003288842645	0.0159622242839532	0.899461451616412	0.941459453130103
STK32C	36738.5682041376	0.415594209231017	0.364110362421547	1.29831493116779	0.254521250338034	0.395457516210744
DISP1	26150.8893192445	1.01450033036022	0.174660210008975	33.0678066806666	8.90002056778025e-09	1.34808275414596e-07
ADGRE2	55545.4815421516	0.978473533380808	0.294488507027402	10.8346676223276	0.000996171984343848	0.00446619123673381
GTF2IRD2B	82745.7266306974	-0.505591705283071	0.263739081428049	3.65627756712109	0.0558583002464548	0.121740080478068
OCM2	25.9597314199541	0.735587508560589	2.89161589326703	0.0639475892866486	0.800362022342918	0.87877435800111
SPTSSB	2603.12259683869	-0.513479821435145	0.760749178047061	0.453187074767925	0.500825336263316	0.646903775727922
UAP1	480947.077043474	-0.527404241827536	0.218949954569468	5.77023188018171	0.0162998836415517	0.0458199837426462
HEXB	757158.503205283	-0.0379483054209325	0.208305963510668	0.0331863166201742	0.855448437376608	0.914855267588027
LMLN2	1513.67553683395	-0.866152484348881	0.542989639014918	2.50750744549998	0.113305015716812	0.213237196262314
USP34	474312.124224745	0.0328248377963344	0.171779335307977	0.0365141919065763	0.848457534277508	0.909951360878498
TEX9	12393.5375388727	-0.437132003149473	0.322947723037656	1.82522011956354	0.176693166003684	0.300609758355032
ST6GAL1	1630717.37414168	2.25008471988265	0.291226048123115	54.4745066038745	1.57477547871418e-13	4.37545674801173e-12
GPR182	7715.97025092475	3.74505914078317	0.475289700975903	49.9299239253084	1.59336040463988e-12	4.0884431300697e-11
NPHS2	467.922134525314	-5.95340707551964	1.25286446731057	14.8695108268334	0.000115210152168286	0.000698033529508281
NLRP13	6.23656117213282	-6.22846272046949	3.03246120026467	3.50577058696596	0.0611553892953503	0.130964106455011
CROT	116078.777915306	-0.574441374214264	0.305742092174948	3.5069625321845	0.061111400720563	0.130900293961879
KLHL10	1108.98738087913	0.513609081954492	0.498511166132993	1.05586107545588	0.304161079523214	0.451518165120998
USP6	3310.40675160316	0.268747826009947	0.260810278878873	1.06032413423421	0.30314126910366	0.450511782962255
HNRNPU	2307385.18445683	0.503576590834847	0.142108610168628	12.4939099699417	0.000408280782817192	0.00209348864985947
ZNF584	33739.258967191	0.611517679994952	0.211760685103492	8.2778002280362	0.00401327205916998	0.0144160545598962
ANKFY1	314853.604882306	-0.326931350338964	0.192567430015502	2.876207152451	0.0898975411315843	0.177457707718446
ZNF215	26386.4498590675	-0.306840705936739	0.406150985336887	0.569683391950548	0.450384755411467	0.601066865783141
SRRM3	7556.12561136684	-0.92292130763589	0.494307037556222	3.42830617283772	0.0640877996559954	0.13596548020394
CNTNAP5	39.7253147240454	-0.565896295032362	2.88914951535666	0.038129218846862	0.845183894763708	0.90819486717314
FAM241B	22579.7431601196	0.867482189903464	0.368192251256939	5.46947250030578	0.0193514655344621	0.0525873011703183
TMEM154	35306.1170999399	0.988695651940576	0.437849318345845	5.00220908957897	0.025314988029703	0.0654937896732563
SMARCD2	598230.94276973	-0.087415711501717	0.251510616303483	0.12077968584299	0.728190391121367	0.827424747667103
LIPA	553464.989957069	1.33791987727528	0.254938677900697	26.6078896875862	2.49223932444972e-07	2.92489333948937e-06
NKX2-6	7.71971950171156	-0.106099421565484	2.90441337818707	0.00133612760924251	0.970841355767559	0.983205367105215
OR51M1	2.75010512365045	-5.04699247192443	3.04038670421095	2.69930866359719	NA	NA
PPP1R9B	479909.826986127	0.129640187520688	0.149576611686939	0.750943463986431	0.386177688801474	0.536935125533076
FREM2	14003.104389864	0.92108674008614	0.672882655995131	1.84283708070839	0.174618787766999	0.297802355308389
EPS8L2	1093017.79826397	-0.736422198017802	0.226067676657389	10.4982462575155	0.00119487900293749	0.00521685081350861
PRSS27	1973.04933434758	-0.0959246644511125	0.355313889275537	0.0728696469040528	0.787203501777521	0.870012424626699
AC138811.2	2523578.1035841	0.464773253801241	0.225661849791112	4.2237463198681	0.0398620570011346	0.0931848821102296
ZNF761	67434.1618509896	0.260631571993668	0.200753594970318	1.68321868108961	0.194497313950461	0.322861341107796
TM7SF3	244816.333774585	0.375927170808667	0.113331331915979	10.9719639321991	0.000925006769618005	0.00418475965980446
MT2A	1552820.44917574	1.02013254066073	0.452473367013609	4.9806070638362	0.0256329870084259	0.0661729571589312
OTUD5	420151.584361802	-0.268116255434481	0.205846505454357	1.69407958243676	0.193064062297331	0.32100206248409
SDCBP	747848.945608736	0.292318038503992	0.29459489800171	0.982928770351066	0.3214768080401	0.470820483570041
BRK1	588442.96960741	-0.040477264612485	0.166696266286188	0.0589590665189803	0.808148807006846	0.884629010351804
ARMCX5	82501.4386002327	0.197613764537294	0.173477969641195	1.29661030501475	0.254833319902738	0.395809051935142
PLET1	114.673836846804	0.275145028744669	2.4961659952459	0.0121350330141183	0.912283177753171	0.948508972921037
KIF13B	868813.286308202	-1.50354034226133	0.303418446825938	23.5184668884535	1.23720545622885e-06	1.25207400615834e-05
TMCO1	598724.984386975	-0.604014272380118	0.123194566322812	23.8652177181662	1.03321841812142e-06	1.0649076310571e-05
PABPC1	5815810.84147542	0.780407317235712	0.204310850495899	14.415679135426	0.000146576815690465	0.000860113127440648
CNTRL	107241.410786307	0.391771163608506	0.222634481072096	3.08712136567473	0.0789142991263286	0.160234416088668
AVP	82.8584911967822	4.87383099205772	2.76231894176208	2.26527183451221	0.132302995461929	0.24052601135959
CORO7	284740.318332172	-0.423172879334895	0.227345297659342	3.45232307050404	0.0631629357039167	0.134455402128749
B3GLCT	38073.606340036	0.110954012618656	0.173694817452136	0.407952578703743	0.523010529005558	0.665247484775513
STXBP4	24186.9919933456	0.152169414643662	0.260519898631536	0.341022501804986	0.55923960831714	0.695383941082626
SSX4B	22.5693588782244	22.6251241486559	3.02758099710224	3.84053014500986	NA	NA
FAM151A	68299.2311206002	-2.00574373436511	0.224700719427648	73.98827130601	7.85825503975296e-18	3.18630653249236e-16
DCP1A	133997.624755578	0.226184605329324	0.198827858057457	1.29279446489909	0.255533604373947	0.396429487646733
BCCIP	217064.747215704	0.360874681215442	0.148764512578751	5.8693156236246	0.0154070403955022	0.0437299212702493
RAB41	1027.12184996474	-1.12356674494123	0.534210771301801	4.31663451599781	0.0377414966218586	0.0893419656332225
HSPE1	890484.059497017	0.991944722196589	0.26593447827941	13.6474757228201	0.000220537609177122	0.00123070125581026
SPAG11A	0.979008059225065	3.28314666836996	3.05782956271072	1.538757506944	0.214802842539117	0.348078783396935
TNIK	212040.865881584	-0.815110925531567	0.323365177784293	6.27123050993202	0.0122713893275617	0.0364154514563593
DNASE1L2	7063.57871965828	0.808293198241332	0.66639329609497	1.45238054906349	0.228146357086006	0.364169591787482
PUS1	146251.032938586	0.617211429123024	0.196541431436969	9.78765272409049	0.00175687588848275	0.00722416422153844
NFKBIA	562448.86811795	-0.30053182536214	0.174716469098591	2.95344528564914	0.0856946894307714	0.170898424527976
KCNC2	727.623065623205	0.911682979720715	0.921052107397334	0.963977890979635	0.326186681801188	0.475003401416853
AC007731.5	13785.732374381	0.211775073542538	0.323647243354963	0.427775362132422	0.513082567931708	0.656716514381436
OR13C5	28.984437673503	-1.45123708167639	2.89153388960588	0.242187908279149	NA	NA
C15ORF59	6064.85627983911	-1.42223375090767	0.504380314612937	7.64923636563208	0.00567963584872878	0.0192369380894432
FOXJ3	239450.806337473	-0.312595211243926	0.157509797548655	3.93098889123453	0.0474040613511691	0.106992601892307
PAXBP1	150386.121763189	0.299115232416785	0.219291585810834	1.85719995112845	0.17294831417512	0.295738571528112
CABP5	19.2151948124053	1.92579106097477	2.89776567900393	0.413165823932346	NA	NA
ABCF3	337589.450711099	0.0227212226476488	0.166310149823843	0.0186651340162882	0.891330849905999	0.93662689981495
VTI1A	116349.471036357	0.0225764210604741	0.116679529486588	0.0374387230585853	0.846574542920011	0.909038296672048
MAS1L	1091.8405815094	-4.49787549779951	1.338499032939	8.45960531907366	0.00363120642772834	0.0132474050593554
LRWD1	116159.472407414	0.310051403159217	0.210674953917122	2.16176289074869	0.141482288589359	0.254133652242731
CCNJ	58673.6861461887	0.632157363309204	0.225992005863398	7.76292767927046	0.00533294475113825	0.0182604858414532
MR1	104549.128625286	0.309908334056129	0.257026931048268	1.45104030112145	0.228361100737946	0.364323240013349
JUND	1102016.73982772	-1.60857883695252	0.386603224927257	16.4834285895078	4.90771527640913e-05	0.000327814768770717
KIAA0825	4570.29588336267	0.294592689212034	0.243724260183557	1.45857720960825	0.227156637297936	0.362966637927389
DNAJC6	14691.9696968895	-0.077605370672847	0.628442800632155	0.0152465327364268	0.901729504215501	0.942512131093981
AMDHD2	174869.539458459	-0.299369358771068	0.236238667392892	1.60299615229508	0.20547912858475	0.336668245404978
AC005837.2	32274.8646673964	-0.0907839126660924	0.152375328349436	0.354904990996573	0.551349580534341	0.68854318088933
PRR20D	2.92104661983524	-5.13328743570084	3.03956524998871	2.75759779380578	NA	NA
HMHB1	39.5428036853792	-0.233530081418329	2.88909608718539	0.00652624576049732	NA	NA
CTAG2	572.785756361116	27.0322329006516	3.02624403893109	7.07125061235472	NA	NA
SDR42E1	69890.8052187939	-1.02490853898278	0.364149543333777	7.76039368378483	0.00534043188179707	0.0182793372518134
KLHL35	5107.24128951832	1.27440914202914	0.562762587871454	4.97013291499064	0.0257886656401948	0.0665326656965396
COX20	207110.837741538	0.00786654760408412	0.161649879913839	0.00236833644487433	0.961185824813446	0.977291737432704
NR5A2	196913.311133998	-0.959372361916598	0.35593799927738	7.13478457862718	0.00756027249168997	0.024452922019493
LRIT2	7030.34345240884	-2.51310925596009	0.776613263900041	9.3666087394966	0.002209739704239	0.00874088503505689
TGIF1	227299.56532955	0.251440326520007	0.291225670611213	0.744499145738047	0.388223442043081	0.538926582562288
ZNF483	2229.78649668077	-0.599769369800523	0.656715764281913	0.828114584277984	0.362818283773975	0.513670057351398
KCNK6	217682.95813423	-1.12148075847125	0.334354413875692	10.9781059813567	0.000921946060597327	0.00417398352686137
NPHP4	66473.6297004206	0.106954736616294	0.197696611502282	0.292621749114005	0.588545329603108	0.718887234232504
GALR2	572.765299852216	1.4728402061828	2.2749889512438	0.402117828849939	0.525997543814453	0.667546858762664
HIST1H4L	54.2621881893821	3.86652352193836	2.89779374980657	1.4203822190706	0.233340501944796	0.37069654011707
CCDC32	98511.4658232722	-0.571294216497964	0.175482327134318	10.5302523648132	0.00117436175057903	0.00514382714540182
FAM155A	3749.27341250589	-0.90030334744824	0.603888859629542	2.18755726170812	0.139129810601161	0.250787090940969
NEK11	26813.5327617734	0.180831859341529	0.347946822030287	0.26992492878037	0.603382135135352	0.731633060211114
ZFP37	5962.41534926695	-0.13485236908585	0.318685396115567	0.178995963012483	0.672237517592612	0.7857893541475
ABLIM1	711850.80168956	-0.515680049824367	0.23859067805882	4.64680535263693	0.031111396126963	0.0771549493185284
ACOT13	222208.803877851	-0.358272049128501	0.220804045312724	2.62601817967573	0.105125051434802	0.200875409002658
ELOF1	142546.553683502	-0.344199654071415	0.204658765866354	2.82183967320023	0.0929897682306603	0.182255203876283
LRCOL1	10072.2354171622	4.8460756563638	0.481325720930825	73.4705584874091	1.02148499855035e-17	4.07908587408127e-16
SAMD12	82872.0427489094	-0.420783307024268	0.279191567174874	2.26349613342049	0.132454735500783	0.240778147133111
SNAP47	172617.554765726	0.236319655561706	0.165169310012312	2.04482623282419	0.152724422021805	0.268984521420553
WRB	68660.499296523	0.254255217008217	0.157764965398969	2.59393227380758	0.107273710630067	0.204218015207503
ZNF221	3828.32164958116	-0.529108856949891	0.366196883985431	2.07622521645712	0.149609758758107	0.265067746022118
FBXO38	168109.822835911	0.182863904207006	0.167853262072674	1.18606146736786	0.276125446964429	0.420004812519313
ZNF845	48483.329653294	-0.11125998142069	0.181067394339438	0.377474882396257	0.538957744269946	0.678243631155133
SRGAP3	29863.5858221662	0.00171265034103363	0.361085201896084	2.25236427411346e-05	0.996213327495038	0.997944273169134
KNDC1	20009.1418029122	2.97494972089292	0.393563512077268	49.2071753502892	2.30306726833547e-12	5.81248810308085e-11
FAM200A	30361.1484325104	0.0903276134435795	0.259133224151103	0.12148581747843	0.727428554577556	0.826884128367303
AC139530.2	504254.247203681	-0.160720209618609	0.194665207749237	0.681299014805035	0.409139771676867	0.559387566933265
PPP1R26	240580.774584297	-0.213141303900505	0.222263918904706	0.918756703804917	0.337801633131592	0.487606785826206
UGT2B11	2248.43145219997	3.67469970092007	0.526117121505189	39.5484072652527	3.20027333124835e-10	6.11199199670817e-09
CYBA	1017202.75244024	-0.425930364608103	0.307164334831995	1.91585530797784	0.166314289560164	0.287189472865544
LTC4S	12958.7012457232	-0.663433648766618	0.391816301422183	2.84213995260086	0.091821852947094	0.180541550146109
CSDC2	28065.77502721	-0.602222180097846	0.221085533997224	7.36652781811236	0.00664491172317869	0.0219266636345776
HSDL2	365316.263987456	0.598471346664721	0.196969590629566	9.1664181619123	0.00246496542256744	0.00957594168897594
CENPI	18916.6849131707	2.04030829195825	0.461729652297825	18.0891012209277	2.10804617444287e-05	0.000156693569187335
GAREM1	114967.115404399	-0.706086223699484	0.303477582884152	5.36011805352092	0.0206023789564963	0.0552059970033987
SSR2	752034.673033516	-0.0680552387286741	0.156100410417115	0.190051775591598	0.662873528641183	0.778623089289037
MYL5	251947.927865617	-0.716762257324307	0.196481280904939	13.1732039116989	0.000283980784215878	0.00153281494675212
OGFOD1	139966.484457803	0.674240642036585	0.164052925424135	16.7399440944697	4.2868867442825e-05	0.000290553907219941
HP	25165649.4501334	9.74000823390476	0.420680637742983	252.508689514054	7.37111927892364e-57	2.4283889210154e-54
ZNF844	73663.9956694727	-0.625406130948817	0.280851728125889	4.92036039303667	0.0265419798875863	0.0680763223892785
DLD	607212.579727906	-0.045693156248895	0.264353027818584	0.0298746420456837	0.862774974365102	0.919120885902631
PTPDC1	34641.5729570444	0.32017617670101	0.159845829819217	4.00391788147382	0.0453946281707958	0.103278517094958
TLE3	414180.826879765	-0.57933294121019	0.186907651997483	9.54345020774002	0.00200664186261183	0.00806547619244568
RNPC3	85254.5882437482	-0.474902056364747	0.275853777416259	2.9505227701481	0.0858497833528082	0.171170717937529
NDUFB10	315772.705409334	-0.721433318821992	0.201623874045306	12.6716933910016	0.000371233156112237	0.00192817581562913
BTN2A1	224029.102714455	-0.217299129624288	0.149274399302146	2.11706921758403	0.145665054921051	0.259800328522668
THSD7B	3594.37806251371	3.28139598613358	1.04131064134167	8.32589438314838	0.00390838903576604	0.014074930572096
TMEM240	2937.16783041836	-0.870290485492274	0.369765489123334	5.4583924945527	0.0194745548444019	0.0528128858333634
SERF1A	69563.9105272996	-0.833030237569331	0.25634643180722	10.4165688229771	0.00124889715482574	0.00541247442080809
NCDN	87823.8293282508	0.310493447661306	0.221967032005463	1.95296628346645	0.162267563718534	0.281759389139474
